Price,Close,High,Low,Open,Volume
Ticker,CL=F,CL=F,CL=F,CL=F,CL=F
2021-12-10,71.66999816894531,72.33000183105469,70.31999969482422,70.68000030517578,397883
2021-12-13,71.29000091552734,73.0,70.70999908447266,72.04000091552734,406604
2021-12-14,70.7300033569336,72.02999877929688,69.51000213623047,71.12000274658203,359454
2021-12-15,70.87000274658203,71.66000366210938,69.38999938964844,70.3499984741211,294337
2021-12-16,72.37999725341797,72.98999786376953,71.02999877929688,71.4800033569336,142541
2021-12-17,70.86000061035156,72.26000213623047,69.88999938964844,71.91999816894531,78125
2021-12-20,68.2300033569336,70.06999969482422,66.04000091552734,70.06999969482422,492217
2021-12-21,71.12000274658203,71.55000305175781,68.55999755859375,69.20999908447266,358779
2021-12-22,72.76000213623047,73.16000366210938,70.80000305175781,71.2699966430664,306709
2021-12-23,73.79000091552734,73.94999694824219,72.2699966430664,73.02999877929688,270223
2021-12-27,75.56999969482422,76.08999633789062,72.56999969482422,73.37999725341797,268490
2021-12-28,75.9800033569336,76.91999816894531,75.52999877929688,75.97000122070312,249728
2021-12-29,76.55999755859375,77.37000274658203,75.36000061035156,76.04000091552734,283557
2021-12-30,76.98999786376953,77.44000244140625,75.77999877929688,76.58000183105469,231163
2021-12-31,75.20999908447266,77.08000183105469,74.94999694824219,76.66000366210938,237118
2022-01-03,76.08000183105469,76.45999908447266,74.2699966430664,75.69000244140625,317628
2022-01-04,76.98999786376953,77.63999938964844,75.69999694824219,76.0199966430664,372848
2022-01-05,77.8499984741211,78.58000183105469,76.51000213623047,77.18000030517578,397898
2022-01-06,79.45999908447266,80.23999786376953,76.7300033569336,77.23999786376953,476665
2022-01-07,78.9000015258789,80.47000122070312,78.5199966430664,79.62000274658203,414434
2022-01-10,78.2300033569336,79.44999694824219,77.83000183105469,78.87999725341797,389956
2022-01-11,81.22000122070312,81.58999633789062,78.36000061035156,78.41999816894531,481815
2022-01-12,82.63999938964844,83.0999984741211,81.16999816894531,81.37999725341797,420619
2022-01-13,82.12000274658203,82.94000244140625,81.38999938964844,82.81999969482422,364769
